OID_,Id,area_m2,length_m,width_m
606,0,2517.541157,146,30
607,0,1708.987793,64,37
608,0,3656.866353,80,62
609,0,6092.152081,177,75
610,0,740.2988597,36,32
611,0,736.7986286,38,28
612,0,861.9318874,49,26
613,0,791.0522093,49,27
614,0,1260.958223,52,33
615,0,844.4307323,44,29
616,0,472.6711962,31,26
617,0,1241.041909,44,39
618,0,647.4027285,32,27
619,0,168.5711257,21,14
620,0,2959.795346,91,46
621,0,403.7866498,38,15
622,0,1566.423384,53,35
623,0,2289.151084,124,35
624,0,39559.05089,272,185
625,0,29415.38141,386,141
626,0,10413.32728,296,101
627,0,3558.474859,145,35
628,0,14429.21233,353,79
629,0,3451.36779,111,39
630,0,904.8097173,45,29
631,0,2822.936313,81,52
632,0,6011.646768,168,48
633,0,9445.373393,126,108
634,0,2913.94232,67,64
635,0,1437.719889,114,35
636,0,474.2813025,34,22
637,0,2368.956351,145,34
638,0,2285.790862,86,35
639,0,269.6577973,30,18
640,0,441.9041656,29,21
641,0,9599.313553,181,76
642,0,2806.205209,136,48
643,0,4027.225796,77,66
644,0,1829.640756,77,33
645,0,4686.3718,123,48
646,0,2493.03954,103,31
647,0,2076.617056,67,44
648,0,2539.067578,77,45
649,0,922.380877,59,27
650,0,413.3072782,28,21
651,0,486.3921018,38,24
652,0,362.9039517,40,18
653,0,293.5993775,44,13
654,0,452.3698563,38,18
655,0,1198.33909,44,41
656,0,299.8997933,44,11
657,0,325.1014566,47,19
658,0,294.8594607,29,17
659,0,644.0425068,49,19
660,0,745.5492061,34,34
661,0,249.2164482,27,12
662,0,439.6290155,29,24
663,0,451.1097732,29,21
664,0,4054.667608,149,53
665,0,1270.163831,76,25
666,0,1005.826384,52,30
667,0,5055.208643,110,57
668,0,5778.006348,92,90
669,0,3250.839555,141,39
670,0,4282.532647,105,59
671,0,2262.024293,75,40
672,0,2272.524986,77,43
673,0,50052.24645,772,239
674,0,2375.643851,107,39
675,0,4764.04776,177,64
676,0,24702.67037,274,162
